1192	1	0	0	0
1601191	0	0	0	0
1688216	0	0	0	0
8509607	0	0	0	1
11051384	0	0	0	0
11961319	0	0	1	0
13255383	0	0	0	0
17800069	0	0	0	0
30919606	0	0	0	0
43175750	0	0	0	0
51447590	0	0	0	0
66119814	0	0	0	0
72795382	0	0	0	0
75227445	0	0	0	0
110369382	0	0	1	0
162367270	0	0	0	1
163492950	0	0	0	1
164963196	0	0	0	0
175594853	0	0	1	0
176012902	0	0	0	0
241200933	0	0	0	0
252125654	0	0	0	1
254820757	0	0	0	1
261749622	0	0	0	0
261775910	0	0	0	0
265435366	0	0	0	0
269015285	0	0	0	1
271204678	0	0	0	0
271998358	0	0	0	0
274414054	0	0	0	0
275171813	0	0	0	0
304651589	1	0	0	0
311730341	0	0	0	0
313480277	1	0	0	0
338652005	0	0	0	0
356175829	0	0	0	0
385504533	0	0	1	0
392331221	0	0	0	1
405455605	1	0	0	0
409998661	0	0	0	1
424423685	0	0	0	0
426245013	0	0	0	0
429951381	0	0	0	0
438089140	1	0	0	0
438270517	0	0	0	0
440876485	0	0	0	0
474359797	0	0	0	1
501069061	0	0	0	0
504226949	0	0	0	0
514115349	0	0	0	0
523812469	0	0	0	1
571499877	0	0	0	0
571744933	0	0	0	0
579414085	0	0	0	0
594782981	0	0	0	0
616159941	0	0	0	0
628654885	0	0	0	0
656987061	0	0	0	1
680927621	0	0	0	1
687864837	1	0	0	0
695662037	0	0	0	0
700722101	0	0	0	1
728352293	0	0	1	0
741083637	0	0	0	1
749828693	0	0	0	0
773333636	0	0	0	1
786185573	0	0	0	0
849880357	0	0	0	0
854962645	0	0	0	1
859454805	1	0	0	0
860737477	0	0	0	0
886578389	0	0	0	0
899355925	0	0	0	0
925327252	0	0	0	1
935356661	0	0	0	0
950147780	0	0	0	1
958203109	0	0	0	0
961329588	0	0	0	1
971624965	0	0	0	0
1019501836	0	0	0	1
1023515157	0	0	0	0
1042645493	0	0	0	0
1074246181	0	0	0	0
1081059813	0	0	0	0
1082590277	0	0	0	0
1120733221	0	0	0	0
1161741269	0	0	0	0
1198142664	0	0	0	1
1199267365	0	0	0	0
1223223861	0	0	0	0
1242083077	0	0	0	0
1245324293	1	0	0	0
1255122853	0	0	0	0
1301697439	0	0	0	0
1328861731	0	0	0	1
1339476067	0	0	1	0
1346059397	0	0	0	1
1346183557	1	0	0	0
1359184350	0	0	1	0
1377829253	0	0	1	0
1397078405	0	0	0	0
1491378837	0	0	0	0
1507945829	0	0	0	1
1510737829	0	0	0	0
1520078901	1	0	0	0
1534127093	0	0	0	0
1562272901	0	0	0	0
1603422260	0	0	0	0
1627678069	0	0	0	1
1630507749	0	0	0	0
1642196165	0	0	0	0
1696352181	0	0	0	0
1702552597	0	0	0	1
1702986229	1	0	0	0
1726928181	0	0	0	0
1728400335	0	0	0	0
1751523029	0	0	0	0
1762154415	0	0	0	1
1777654571	0	0	0	1
1801588949	0	0	0	0
1820464821	0	0	0	0
1834990389	0	0	0	0
1845204677	0	0	0	1
1866651877	0	0	0	0
1917478222	0	0	0	1
1920647765	0	0	0	0
1931941685	0	0	0	0
1932200677	1	0	0	0
1977826654	0	0	0	1
1983618245	0	0	0	0
2004999796	0	0	0	1
2021552036	0	0	0	0
2036833909	0	0	0	0
2077563349	0	0	0	0
2108689285	0	0	0	1
2109676435	1	0	0	0
2123269333	0	0	0	1
2139431076	0	0	0	1
2142656645	0	0	0	0
2152942805	0	0	0	1
2153951236	0	0	0	1
2176411797	1	0	0	0
2233688165	0	0	0	0
2234857445	0	0	0	1
2237578133	0	0	0	1
2239293973	0	0	0	0
2253426917	0	0	0	0
2266214005	0	0	0	0
2276180549	0	0	0	0
2278750853	0	0	0	0
2297763781	0	0	0	0
2299230981	0	0	0	0
2302559125	0	0	0	0
2308417797	0	0	0	0
2335976533	0	0	0	1
2353209989	0	0	0	0
2353494933	0	0	0	0
2353565301	0	0	0	1
2363593103	0	0	0	0
2365159413	0	0	0	0
2376399429	0	0	0	0
2397294885	0	0	0	0
2400128869	1	0	0	0
2446649683	0	0	0	1
2476583397	0	0	0	0
2508259813	0	0	0	0
2531970149	0	0	0	0
2571491253	0	0	0	0
2600260532	0	0	0	0
2601498965	0	0	1	0
2610162485	0	0	0	0
2625477365	0	0	0	0
2626026181	0	0	0	0
2648403701	0	0	0	0
2651708991	0	0	0	0
2654532709	0	0	0	0
2658176357	0	0	0	0
2666417013	0	0	0	0
2668749365	1	0	0	0
2675577973	0	0	1	0
2698717029	0	0	0	0
2699248133	1	0	0	0
2744163605	0	0	0	0
2755521845	0	0	0	0
2758250917	1	0	0	0
2761450821	0	0	0	0
2792814437	0	0	0	0
2815671157	0	0	0	0
2825031317	0	0	0	0
2828218933	0	0	0	0
2829508453	1	0	0	0
2847731493	0	0	0	0
2854436133	0	0	0	0
2860687461	0	0	0	0
2909245797	0	0	0	0
2927748885	0	0	0	1
2940264117	0	0	0	0
2962781653	0	0	0	0
2983207259	0	0	0	0
2986163045	0	0	0	0
2997917701	0	0	0	0
3016082229	0	0	0	0
3023610325	0	0	0	0
3056786373	0	0	0	0
3109793717	0	0	0	0
3115017957	0	0	1	0
3141294613	0	0	0	1
3146612181	1	0	0	0
3161548565	0	0	0	0
3166668803	0	0	0	1
3175420629	0	0	0	1
3178521743	0	0	0	1
3280361317	0	0	0	0
3319921109	0	0	0	0
3338972399	0	0	0	1
3363253115	0	0	0	1
3370001109	0	1	0	0
3374515092	0	0	0	0
3389576757	0	0	0	0
3396924885	0	0	0	0
3406159413	0	0	0	0
3411663429	1	0	0	0
3425561157	0	0	0	1
3434524639	0	0	0	1
3445723157	0	0	0	1
3447349141	0	0	0	1
3468733349	0	0	0	0
3498927061	0	0	1	0
3553703683	1	0	0	1
3554752565	0	0	0	0
3577674021	0	0	0	0
3598641093	1	0	0	1
3626305573	0	0	0	0
3635391132	0	0	0	1
3642960501	0	0	0	0
3655712069	0	0	0	0
3668558165	0	0	0	1
3689640629	1	0	0	0
3699393733	0	0	0	0
3708615125	0	0	0	1
3722781445	1	0	0	0
3735143854	0	0	0	1
3747438229	0	0	0	1
3752024581	0	0	0	0
3757490083	0	0	0	0
3766698126	0	0	0	0
3774820499	0	0	0	1
3782158213	0	0	0	0
3798298421	0	0	0	0
3805171557	0	0	0	0
3806084975	0	0	0	0
3807992165	0	0	0	0
3821240501	0	0	0	1
3830932724	0	1	0	0
3831271795	0	0	0	1
3838118757	0	0	0	0
3863659909	0	0	0	0
3908340805	0	0	0	0
3931941948	0	0	0	0
3942838003	0	0	0	1
3943481628	0	0	0	1
3948201317	0	0	0	1
3972199612	0	0	0	1
3982200005	0	0	0	0
3999273557	0	0	0	0
4013659205	0	0	0	0
4028679380	0	0	0	1
4035024965	0	0	0	0
4043479445	0	0	0	0
4045373637	0	0	1	0
4070004596	0	0	0	0
4105341109	1	0	0	0
4161535637	0	0	0	1
4190061199	0	0	0	1
4194065387	0	0	0	1
4208232997	0	0	1	0
4245659332	0	0	0	1
4286400437	0	0	0	0
4286886805	0	0	0	1
4335775957	0	0	0	0
4379262133	0	0	0	1
4390469429	0	0	0	0
4395450229	1	0	0	0
4417549621	1	0	0	0
